Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0336772	218.462	102.402	80.988	164.574	72.671	63.556
FBtr0333838	397.914	93.359	71.48	237.309	118.502	97.85
FBtr0075987	86.543	43.943	51.132	74.362	62.615	49.084
FBtr0333839	611.118	330.07	356.913	1241.483	365.341	422.759
FBtr0333842	110.518	40.609	38.05	78.424	56.616	43.547
FBtr0333840	157.813	51.451	41.392	88.214	47.218	41.308
FBtr0333841	80.357	87.569	77.034	143.387	60.708	93.883
FBtr0100469	62.972	21.932	32.529	88.594	25.473	40.378
FBtr0078012	2991.879	1260.796	531.664	5263.094	845.038	780.257
FBtr0305507	102.875	10.065	19.486	92.603	10.533	39.619
FBtr0301908	1373.275	735.207	1733.321	1458.113	1441.956	1957.746
FBtr0088607	3.286	0.25	1.004	2.377	1.254	1.258
FBtr0088608	3.138	0.25	0.996	3.132	1.245	1.242
FBtr0088606	3.343	0.249	1.007	2.405	1.26	1.264
FBtr0100119	3.096	0.251	0.993	3.09	1.24	1.237
FBtr0076925	0	0	0	0	0	0
FBtr0087986	1690	653	684	1750	517	507
FBtr0085183	0	0.504	0	0	0	0
FBtr0339319	0	0.496	1	1	0	1
FBtr0340159	3995.916	748.856	838.467	3921.468	868.639	763.266
FBtr0071192	493.48	611.144	692.478	1105.946	683.9	611.378
FBtr0304043	4	0	1	4	2	3
FBtr0332135	0.5	0.5	0	0.5	0.5	0
FBtr0076716	0.5	0.5	0	0.5	0.5	0
FBtr0113138	207.25	45.167	31.933	101.843	66.304	44.913
FBtr0308201	480.022	122.758	123.06	1726.757	251.512	190.897
FBtr0073339	675.17	196.65	192.569	2093.164	489.811	684.694
FBtr0306534	587.087	91.085	196.793	366.815	134.256	203.379
FBtr0333571	3182.958	345.153	527.076	2098.905	443.794	670.811
FBtr0306095	207.743	52.374	35.233	95.12	65.584	42.147
FBtr0306096	55.543	30.018	28.406	50.537	26.807	25.386
FBtr0333570	166.352	132.693	76.682	210.161	99.504	113.639
FBtr0306533	100.863	83.294	129.739	142.531	125.986	63.244
FBtr0306094	721.904	1075.566	1276.946	1445.599	662.199	556.553
FBtr0308202	1178.293	380.242	325.562	467.061	281.243	189.336
FBtr0299970	389	120	142	370	110	147
FBtr0086667	0	0	0	1	0	0
FBtr0091446	423.847	146	162.785	401	104	141
FBtr0346470	0	0	0	0	0	0
FBtr0300460	58.819	4.196	1.785	0.071	2.735	0.232
FBtr0300459	26.739	10.528	0.048	2.395	0.092	0.181
FBtr0074077	2437.201	1170	1315	2459	998	1012
FBtr0081667	1.27	0.173	0.093	2.972	0.31	0.213
FBtr0081668	1.272	0.255	0.093	1.275	0.454	0.425
FBtr0081664	0	0	0	0.405	0	0.082
FBtr0081665	1.275	0.173	0.093	1.279	0.309	0.213
FBtr0081666	1.266	0.256	0.093	2.947	0.454	0.425
FBtr0300207	2	0	0	0	0	0
FBtr0083887	0	0	0	2	0	0
FBtr0329849	4.903	10.657	6.123	18.425	6.267	3.914
FBtr0329851	29.427	9.889	10.842	12.953	7.204	8.176
FBtr0112636	38.46	21.713	14.923	48.627	11.84	15.36
FBtr0329850	14.228	6.74	8.113	11.995	4.695	6.55
FBtr0080112	407	159	199	535	125	178
FBtr0085475	7.369	12.736	8.872	15.644	13.381	17.601
FBtr0333821	8.518	16.44	10.523	22.348	9.301	25.638
FBtr0306104	18.05	12.176	19.355	6.594	5.371	3.113
FBtr0310267	174.422	72.129	111.758	193.017	54.919	81.385
FBtr0330296	17.153	33.436	10.959	17.485	9.123	20.717
FBtr0333820	382.489	65.083	93.533	190.912	65.905	46.545
FBtr0085515	2	0	0	0	0	0
FBtr0071880	0.299	0	0	0	0	0
FBtr0339941	1.701	0	0	0	0	0
FBtr0346147	18.962	3.008	4.119	22.409	0.487	3.01
FBtr0085700	4.038	1.992	0.881	1.591	0.513	1.99
FBtr0078281	28	5	9	17	5	5
FBtr0303028	132.31	75.78	74.37	109.512	55.705	91.712
FBtr0082635	183.692	16.22	15.63	177.488	17.295	10.288
FBtr0086813	0.125	0.172	0.152	5.05	0.155	0.168
FBtr0340281	4.606	5.529	8.563	25.692	15.557	19.538
FBtr0345472	0.269	0.3	0.286	0.258	0.287	0.295
FBtr0082364	1310.205	581.179	655	1792.565	593	720
FBtr0112480	0	0	0	1	0	0
FBtr0088157	0	1	0	1	0	0
FBtr0080830	25.531	2.006	1.002	14.009	3.005	3
FBtr0306287	0	0	0	0	0	0
FBtr0343229	0	0	0	0	0	0
FBtr0079994	749	159	162	559	175	187
FBtr0333628	5558.229	1199.622	1125.794	6178.041	1209.218	1092.234
FBtr0300986	0	1	0	1	1	0
FBtr0075468	1	1	0	0	0	1
FBtr0289998	3.836	0.54	0.5	2.468	1.534	1.272
FBtr0309180	3.174	0.542	0.5	2.765	0.488	0.244
FBtr0085168	2.479	0.543	0.5	2.067	0.489	0.243
FBtr0309179	2.608	0.543	0.5	0.935	0.489	0.241
FBtr0076706	1811	619	711	1703	545	576
FBtr0087350	675	245	308	627	195	232
FBtr0072177	892.103	209.497	269.824	961.757	188.535	185.322
FBtr0343335	87.795	32.831	27.011	118.904	31.526	31.227
FBtr0343334	137.101	24.672	30.165	102.339	9.939	50.451
FBtr0085481	34.611	15.145	15.065	29.658	10	15.095
FBtr0340092	72.601	26.932	51.814	47.24	36.439	19.71
FBtr0300708	19.083	8.351	3.941	14.76	4.561	6.61
FBtr0112487	1	0	0	0	0	0
FBtr0073059	0	0	0	0	0	1
FBtr0335271	4	1	0	0	0	0
FBtr0086045	0	0	0	0	0	0
FBtr0331965	0.047	0.057	0.304	0.268	0	0.04
FBtr0306570	1.231	0.061	0.31	0.276	0	2.331
FBtr0306571	0.043	0.053	0.296	0.258	0	1.2
FBtr0113082	2.476	0.054	0.298	0.26	0	0.038
FBtr0306568	0.065	0.077	0.332	0.304	0	0.054
FBtr0331964	0.046	0.056	0.302	0.265	0	0.039
FBtr0113083	1.244	1.278	0.303	2.62	0	0.04
FBtr0306572	0.043	0.053	0.297	0.259	0	0.038
FBtr0087337	0.045	0.055	0.3	0.262	0	0.038
FBtr0331963	1.257	0.052	0.295	0.257	0	0.037
FBtr0306569	1.211	0.068	0.321	0.29	1	0.048
FBtr0306573	1.229	0.061	0.311	2.379	0	0.043
FBtr0300777	0.064	0.075	0.331	0.302	0	0.053
FBtr0113359	0	0	0	0	1	0
FBtr0075039	31.894	8.844	14.1	101.422	45.706	25.212
FBtr0332650	24.884	5.101	7.434	33.461	9.625	9.456
FBtr0332649	25.264	5.115	7.466	34.156	9.679	9.508
FBtr0082312	7	2	1	6	2	3
FBtr0084755	453	220	244	442	134	172
FBtr0082994	0	1	0	2	2	1
FBtr0112493	0	0	0	0	0	0
FBtr0076613	5.017	2.092	4	3.015	1	1.084
FBtr0076074	0	0	0	0	0	0
FBtr0085401	58.664	25.846	25.867	59.488	16.793	15.171
FBtr0332431	27.336	13.154	13.133	27.512	9.207	11.829
FBtr0088075	20.794	2.123	5.082	21.21	11.148	7.18
FBtr0300127	2668.019	707	777	2202	512	656
FBtr0084108	712	365	387	913	321	415
FBtr0100344	2.099	0.632	0.275	2.139	0.772	0.45
FBtr0301563	1.198	0.26	0.319	3.291	0.751	0.531
FBtr0100345	2.618	0.645	0.863	2.684	0.801	0.118
FBtr0100346	1.777	0.615	0.496	2.747	0.976	0.923
FBtr0089327	2.002	0.614	0.496	2.68	0.97	0.918
FBtr0089328	1.587	0.617	0.496	2.584	0.744	0.53
FBtr0100342	2.101	0.617	1.056	2.876	0.985	0.53
FBtr0071800	670	251	280	666	207	262
FBtr0087649	0	0	0	0	0	0
FBtr0332255	0	0	0	0	0	0
FBtr0111000	265.856	42.243	60.046	234.182	69.524	48.028
FBtr0343763	286.482	255.046	365.207	505.58	203.261	290.129
FBtr0343764	211.693	47.036	54.619	209.476	78.87	50.747
FBtr0074388	1021.254	338.675	269.312	1020.751	454.249	286.181
FBtr0302947	298.447	92.767	156.84	301.26	46.435	112.681
FBtr0078271	484.553	151.233	206.16	260.74	94.565	76.319
FBtr0089076	1073.852	163.065	206.238	1304.052	217.697	167.864
FBtr0089077	429.895	60.924	56.135	234.363	101.468	56.004
FBtr0089075	1116.282	335.011	253.628	496.585	219.835	303.133
FBtr0083405	27	12	8	49	22	25
FBtr0089610	273.902	350.805	361.387	350.262	342.015	294.358
FBtr0345926	23.468	17.228	9.358	13.58	10.565	10.768
FBtr0345925	17.218	10.004	9.375	13.458	9.411	10.01
FBtr0086694	235.144	94.77	102.837	181.358	75.957	107.548
FBtr0299805	69.821	26.93	31.666	73.612	12.295	23.227
FBtr0070160	189	86	85	172	62	68
FBtr0344755	193.921	46.533	62.832	98.428	67.031	38.326
FBtr0290310	4336.019	811.467	869.168	4242.572	745.969	965.674
FBtr0086811	1	1	0	1.012	0	0
FBtr0085436	233.978	153.706	160.517	242.483	133.349	95.372
FBtr0334339	202.719	22.792	31.862	130.852	48.239	50.932
FBtr0301564	0	0	0	0	0	0
FBtr0077557	5.327	2.01	1.002	6.061	4.001	3.006
FBtr0082756	0.002	0	0	1	0	0.001
FBtr0335458	0	0	0	0	0	0
FBtr0070776	22	10	11	21	7	7
FBtr0300614	1.34	0	0	0.333	0	0
FBtr0300064	1.328	0	0	0.333	0	0
FBtr0300065	1.333	0	0	0.333	0	0
FBtr0306323	0	0	0	0	0	0
FBtr0310579	0	0	0	0	0	0
FBtr0300582	47	8	7	24	7	5
FBtr0081639	77384.309	40342.524	46037.86	50776.033	22647.291	26101.255
FBtr0079750	650	213	263	648	177	193
FBtr0079858	4471.654	2091.411	2217.192	4782.86	2146.981	2346.64
FBtr0079857	85.346	27.589	34.808	90.14	25.019	36.36
FBtr0084583	236.795	73	75	159.08	44	71.097
FBtr0075894	50	12	16	39	18	14
FBtr0301099	11.358	6.726	8.203	12.166	17.325	10.204
FBtr0332388	80.681	38.174	36.759	108.822	25.745	28.263
FBtr0301100	58.582	20.737	20.443	95.546	18.252	15.686
FBtr0332389	61.352	21.066	24.747	91.459	30.365	15.872
FBtr0079950	33.154	18.129	15.047	11.17	14.449	14.86
FBtr0079949	325.846	91.871	118.953	327.83	101.551	92.14
FBtr0084730	0	0	0	1	0	0
FBtr0336935	0.651	0.502	0.434	0.255	0.434	0
FBtr0088474	5.349	0.498	1.566	6.765	1.566	2
FBtr0343913	1	0	0	0	0	0
FBtr0346517	1.252	0	0.512	0.318	0.511	0.334
FBtr0333155	73.288	28.791	30.472	50.033	18.728	20.482
FBtr0333154	179.927	46.811	31.999	134.818	55.985	41.538
FBtr0346131	116.65	42.539	61.699	82.871	28.906	29.823
FBtr0333156	93.562	28.922	40.952	51.007	19.424	21.157
FBtr0331707	370.421	112.208	90.513	357.879	135.704	54.338
FBtr0083456	2128.204	1186.838	1285.362	3124.111	1206.444	1315.491
FBtr0331706	188.375	69.955	69.126	200.01	74.852	70.171
FBtr0310656	9.521	0.906	1.937	0	0	0
FBtr0304002	0.023	0.063	0.042	0	0	0
FBtr0300441	2.559	0.03	0.02	1.003	0	1.006
FBtr0302155	6.833	5.161	19.156	17.735	8.117	4.847
FBtr0072984	1360	686	768	1611	677	686
FBtr0088247	433	127	144	409	152	148
FBtr0073223	16	11	11	19	11	13.988
FBtr0088217	1422.69	299.055	322.103	1401.603	271.247	293.17
FBtr0088216	63.102	6.767	14.766	19.162	8.547	9.579
FBtr0113064	56.923	4.41	16.622	30.964	2.364	23.234
FBtr0339465	19.089	10.708	9.762	11.725	12.316	16.889
FBtr0088218	44.077	8.46	12.955	68.666	12.488	2.795
FBtr0088219	24.865	7.566	16.752	11.076	9.9	10.874
FBtr0334595	442.511	170.549	211.464	349.451	142.318	141.105
FBtr0083193	72.694	9.093	13.658	43.274	9.48	17.227
FBtr0080688	0	0	0	0	1	0
FBtr0077374	48.973	265.296	50.346	119.367	225.933	87.006
FBtr0344797	0.977	0.76	0.256	0.256	0	1.017
FBtr0321268	0	0.789	0.249	0.249	0	0.458
FBtr0084201	1.023	0.228	0.251	0.251	0	1.068
FBtr0301190	0	0.223	0.245	0.245	0	0.457
FBtr0340490	22	4	5	23	6	13
FBtr0074860	0	0	1	0	0	0
FBtr0330098	303.011	372.006	527.95	900.27	444.165	422.493
FBtr0076396	1158.123	182.263	92.05	1145.742	142.211	124.774
FBtr0081703	0	0	0	0.006	0	0
FBtr0075139	16.656	11.715	7	25.63	8.467	18.628
FBtr0080803	1.655	2.162	0.978	3.876	1.783	2.168
FBtr0080804	3.223	0.901	0.986	6.404	0.605	2.227
FBtr0080805	0.65	0.939	1.036	3.115	0.612	1.638
FBtr0077397	4.773	1.083	2.474	1.698	0.936	0.879
FBtr0077396	3.657	1.075	1.056	1.674	0.931	0.875
FBtr0077398	3.131	1.295	1.497	3.207	1.367	1.09
FBtr0345631	3.55	1.069	1.05	1.655	0.927	0.872
FBtr0077395	3.212	1.305	1.511	2.893	1.379	1.096
FBtr0336833	5.16	1.289	1.924	5.26	1.36	0.918
FBtr0077400	3.146	1.297	1.499	3.223	1.369	1.091
FBtr0077399	3.097	1.291	1.49	3.172	1.362	1.087
FBtr0336834	5.275	1.297	1.499	3.219	1.369	1.091
FBtr0083358	851	325	354	833	272	342
FBtr0085857	639.319	207.426	262	396	130	133
FBtr0300545	13.59	4.041	4.042	9.766	2.262	3.814
FBtr0081910	13.191	4.01	4.01	9.561	2.253	3.786
FBtr0081908	8.18	3.99	3.989	9.431	2.247	3.768
FBtr0081909	8.039	3.96	3.959	9.242	2.239	8.631
FBtr0088717	21	3	8	8	8	5
FBtr0075320	0.781	0	0	1	0	0
FBtr0333627	1.219	0	0	0	0	0
FBtr0342667	8.501	2.104	2.579	3.718	0.732	1.568
FBtr0086340	11.466	2.576	3.387	5.951	0.754	1.787
FBtr0305677	4.64	2.566	3.369	7.171	0.754	1.783
FBtr0305676	5.392	2.753	2.666	8.16	0.761	1.862
FBtr0076202	180.742	53.414	62	188.258	37	60.455
FBtr0076137	0	0	0	1	0	0
FBtr0082121	1091.143	428	475	1027	341	391
FBtr0085175	3027.504	1273.859	1412	3386.846	1157	1209
FBtr0083529	984	424	453	1065	475	484
FBtr0082760	2643.998	1035	1378	1318	442	536.999
FBtr0331499	5	0	2	5	3	3
FBtr0072522	870.935	367.577	651.458	710.684	512.042	392.22
FBtr0301348	809.769	392.704	272.408	1027.78	226.391	173.23
FBtr0301349	2320.195	1021.121	1087.014	2945.017	890.105	707.444
FBtr0332101	959.476	306.905	210.159	1081.229	314.862	352.656
FBtr0072521	756.318	174.752	153.001	590.987	221.283	193.305
FBtr0332102	925.632	167.019	173.311	1289.971	290.54	220.561
FBtr0332103	503.167	159.67	169.394	385.285	157.882	213.693
FBtr0332104	2489.06	278.298	203.339	2678.21	340.58	335.045
FBtr0072523	1724.449	197.317	123.914	1472.838	283.316	164.847
FBtr0332090	2667.964	517.084	514.271	2416.25	517.623	438.17
FBtr0332089	36.469	26.63	35.403	130.57	80.418	63.562
FBtr0075983	2151.155	836.344	998.071	1947.347	855.361	763.319
FBtr0075982	90.149	284.941	261.255	628.921	277.598	382.162
FBtr0301159	98	31	39	112	32	41
FBtr0305208	1.45	0.455	0.566	1.937	0.682	0.014
FBtr0333898	3.74	2.655	2.183	5.731	1.788	1.521
FBtr0305209	1.44	0.455	0.566	1.918	0.681	0.014
FBtr0305206	3.773	2.671	2.193	4.591	1.794	1.525
FBtr0305201	1.436	0.455	0.566	2.875	0.681	0.014
FBtr0305202	1.437	0.455	0.566	1.912	0.681	0.014
FBtr0305203	1.424	0.455	0.565	2.815	0.679	0.014
FBtr0305205	3.779	2.673	2.195	4.599	1.795	1.526
FBtr0333899	3.584	2.698	2.191	4.58	1.793	1.524
FBtr0305207	4.195	0.348	0.451	5.972	1.427	0.014
FBtr0081550	1569	641	651	1384	434	463
FBtr0330397	1031.546	182.347	187.783	617.103	121.226	143.371
FBtr0330396	3411.571	566.263	512.775	2885.913	1432.87	1256.557
FBtr0073747	4028.229	3052.707	3407.414	6313.936	1975.569	2045.035
FBtr0073748	921.772	130.683	186.126	617.745	175.918	153.038
FBtr0091768	0	0	0	0	0	0
FBtr0301787	25.005	13.214	14.116	17.895	12.313	11.669
FBtr0081957	24.034	12.859	13.661	20.209	14.873	12.866
FBtr0113206	20.781	10.691	11.979	19.766	13.042	11.121
FBtr0347568	167.996	70.292	100.684	134.404	50.623	57.036
FBtr0334327	124.484	64.368	84	374.191	107.795	91.18
FBtr0334328	879.252	484.211	482.865	4054.102	1305.505	1560.678
FBtr0347567	3727.696	1160.423	1340.368	195.805	92.774	159.215
FBtr0301786	21.49	10.942	12.327	17.627	11.074	10.235
FBtr0310387	50.014	50.896	62.523	39.094	14.944	59.482
FBtr0310386	5522.884	2315.77	2723.315	5568.004	1829.04	2183.793
FBtr0337054	122.785	30.63	17.082	43.228	57.131	17.292
FBtr0087184	6207	2944	3406	7423	3074	3011
FBtr0343749	13.43	6.677	10.067	12.66	6.413	5.649
FBtr0433517	18.623	6.553	6.278	13.737	6.487	5.569
FBtr0343748	33.669	6.084	23.696	38.066	19.481	27.77
FBtr0091522	9	1	2	6	2	1
FBtr0343019	4325.679	1183.018	1366.769	3140.976	1054.88	1051.988
FBtr0301545	247.562	300.073	170.873	607.847	272.35	376.504
FBtr0343021	5827.662	3261.641	3544.276	5938.877	2676.467	2609.048
FBtr0343020	8465.795	2641.662	3012.856	8044.365	2411.737	2378.425
FBtr0074616	915.168	804.606	995.176	2934.523	971.566	888.035
FBtr0333400	532.726	147.117	207.856	105.118	126.115	188.304
FBtr0072831	2391.196	1244.883	1357.144	3176.582	1187.885	1237.696
FBtr0083558	860	391	474	844	314	370
FBtr0071910	693.047	210.734	175.756	429.12	263.364	260.432
FBtr0343182	434.94	193.266	241.244	714.847	161.636	188.568
FBtr0076701	2	0	1	1	1	1
FBtr0304888	0	0	0	0	0	0
FBtr0344569	448.655	158.687	120.335	392.721	134.118	82.618
FBtr0306331	741.889	157.594	134.475	437.831	125.844	114.951
FBtr0333444	244.484	268.936	387.19	660.287	275.993	227.305
FBtr0088182	176	37	66	155	43	59
FBtr0080358	384	113	153	198	59	69
FBtr0071840	52.586	3.129	18.459	50.97	9.75	15.474
FBtr0071841	97.414	43.871	25.541	82.03	21.25	30.526
FBtr0084293	298	131	124	268	98	112
FBtr0075711	0	0	0	0	0	0
FBtr0075360	3155	1380	1502	2644	972	1150
FBtr0077067	0.51	0	1.122	0.51	0.509	1.116
FBtr0346527	0.49	0	0.878	0.49	0.491	0.884
FBtr0070492	22.36	18.413	11.82	32.204	19.231	8.949
FBtr0070493	74.843	11.434	15.072	85.456	29.845	20.789
FBtr0070491	105.739	32.93	26.587	124.688	16.59	50.479
FBtr0345318	170.266	60.576	83.981	237.699	81.824	106.789
FBtr0309881	23.793	9.648	4.541	9.062	5.51	4.994
FBtr0077243	2308.84	1220.283	1309.287	2793.964	957.323	1163.204
FBtr0345919	6.637	1.965	3.43	5.292	3.529	0.258
FBtr0077242	7.584	0.152	0.113	0.114	0.127	0.159
FBtr0305307	1	0	0	0	0	0
FBtr0343101	17.401	27.391	9.282	0.489	0.625	9.538
FBtr0334920	99.599	0.609	25.718	152.511	15.375	23.462
FBtr0290229	0	0	0	0.024	0	0
FBtr0080136	0	0	0	0.976	0	0
FBtr0305795	0	0	0	0	0	0
FBtr0073668	339.142	141.375	204.241	307.426	103.074	114.025
FBtr0339841	43.015	48.532	17.136	36.254	26.375	38.929
FBtr0073669	283.422	109.093	129.623	275.846	82.551	98.047
FBtr0303099	1.939	3.636	4.337	17.987	3.028	3.093
FBtr0087656	3.294	1.512	3.386	5.727	1.461	1.572
FBtr0084349	134.391	76.44	88.056	157.025	60.361	53.508
FBtr0084348	331.33	101.848	126.829	212.959	76.535	119.766
FBtr0088834	801.36	546.912	547.575	781.788	395.32	430.367
FBtr0088835	417.564	54.385	133.26	317.509	55.41	93.996
FBtr0339120	789.258	144.751	337.818	660.468	146.403	253.633
FBtr0345697	85.195	14.976	25.02	40.05	11.532	8.213
FBtr0339119	39.441	29.44	32.337	52.21	49.593	58.605
FBtr0088836	91.564	9.597	7.218	70.71	8.055	6.81
FBtr0088837	133.617	155.94	94.772	380.806	144.687	52.376
FBtr0307598	199.368	64.185	74.633	212.084	91.741	72.257
FBtr0112628	188.671	81.155	88.248	275.145	104.509	77.637
FBtr0307597	374.034	89.294	101.496	459.915	109.318	98.814
FBtr0073243	171.22	20.213	19.497	41.681	27.059	16.678
FBtr0333568	304.008	148.137	177.652	466.247	80.931	139.319
FBtr0302503	4257.051	1850.916	1924.15	4010.551	1612.064	1682.315
FBtr0333598	244.117	120.207	87.304	91.114	83.297	69.027
FBtr0075444	1288.745	183.732	254.799	1211.437	281.089	207.143
FBtr0302355	154.11	26.585	27.913	39.831	24.709	16.499
FBtr0302354	626.89	210.415	214.087	821.169	243.291	249.501
FBtr0079327	18.731	9	16	20	10	11
FBtr0077693	64	37	34	72	19	27
FBtr0079586	1187.519	396	504	905	286	367
FBtr0076633	36446.309	17375	22328	40417	15998	21416
FBtr0305186	27.766	9.656	11.492	16.36	6.678	5.456
FBtr0307085	6.665	7.113	9.08	1.798	1.972	1.522
FBtr0082533	4.02	4.261	4.82	4.445	1.714	1.379
FBtr0307086	24.156	6.48	6.463	11.469	3.216	2.371
FBtr0330170	41.658	48.4	55.551	16.697	9.049	10.127
FBtr0307082	6.528	6.965	8.831	1.79	1.962	1.517
FBtr0307087	8.967	8.034	7.459	3.948	3.083	3.144
FBtr0307083	26.873	6.073	6.056	10.195	4.042	2.322
FBtr0110876	470.696	91.127	85.779	129.89	22.295	18.2
FBtr0078078	1169.037	507.271	416.499	677.739	256.5	258.869
FBtr0303763	601.596	245.135	440.9	561.373	201.754	175.968
FBtr0112770	0	0	0	0	0	0
FBtr0333240	0	0	0	0	0	0
FBtr0308890	14.796	5.686	6.929	25.851	6.358	7.184
FBtr0081943	1.819	0.862	0.245	5.221	1.203	0.001
FBtr0302489	1.792	0.858	0.245	4.96	1.194	1.001
FBtr0091710	154.349	71.8	53.482	132.628	67.113	64.964
FBtr0114577	276	91.299	94.499	357.787	27.476	112.71
FBtr0091711	648.882	469.122	552.432	226.196	224.876	241.249
FBtr0091709	146.89	67.213	59.525	120.161	38.595	67.006
FBtr0085649	26.436	18.321	15.07	33.658	18.142	17.215
FBtr0331357	80.535	106.7	184.352	66.225	64.324	107.654
FBtr0085645	72.223	52.299	65.675	39.842	39.516	52.624
FBtr0085647	69.779	42.991	33.856	163.562	47.129	36.227
FBtr0085648	333.542	95.335	77.518	279.76	64.938	118.636
FBtr0085646	324.485	83.354	78.529	560.959	114.951	57.644
FBtr0074383	205.027	61.778	73.958	203.233	75.872	85.872
FBtr0110770	1	0	0	0	0	0
FBtr0082993	8	2	3	4	2	2
FBtr0331173	1130.871	841.244	1006.188	2584.635	894.608	955.914
FBtr0333265	143.115	37.882	45.795	192.916	38.804	23.131
FBtr0075423	1991.005	188.874	223.017	800.448	301.826	232.955
FBtr0088428	4964.929	1932	2176	5370.993	1774	1904
FBtr0085814	3	2	0	3	0	0
FBtr0078925	467	182	178	471	125	173
FBtr0300902	20	0	4	11	1	3
FBtr0087840	471	111	130	339	95	138
FBtr0088924	746	249	294	816	221	252
FBtr0333825	724.935	150.691	143.936	483.07	160.604	155.839
FBtr0082185	554.356	314.896	335.756	814.502	209.31	248.809
FBtr0333824	79.709	25.413	20.307	56.99	27.086	30.353
FBtr0309869	4.088	1.557	2.074	4.655	1	0.955
FBtr0078477	3.912	0.443	2.926	5.345	0	1.045
FBtr0290221	8	5	3	4	0	2
FBtr0084825	1	4	1	3	0	3
FBtr0331728	254.536	30.001	31.551	116.086	66.147	31.136
FBtr0071221	276.591	179.601	267.481	542.143	159.926	227.912
FBtr0077661	0	0	0	1	0	0
FBtr0071263	1734	865.827	1011	2288.36	870	943
FBtr0342973	56.524	121.643	158.655	150.435	108.796	125.866
FBtr0074345	422.789	35.548	53.487	230.407	67.733	39.247
FBtr0074344	473.332	137.914	122.542	450.202	129.193	122.791
FBtr0086321	3	2	1	3	1	3
FBtr0086267	0	0	1	0.037	0	0
FBtr0308649	0	0	0	0.963	0	0
FBtr0113404	247.048	70.799	76.698	249.772	50.097	42.694
FBtr0113403	4415.462	1684.909	1867.088	4270.549	1534.561	1570.953
FBtr0308810	14.784	6.972	4.642	6.268	3.1	34.625
FBtr0111111	743.216	74.028	93.358	456.732	98.9	77.375
FBtr0073147	6	1	3	20	12	8
FBtr0342921	0.684	0.684	0	0	0	0
FBtr0081111	0.658	0.659	0	0.5	0	0
FBtr0081112	0.657	0.658	0	0.5	0	0
FBtr0073651	0	0	0	0	0	0
FBtr0081798	193.913	133.571	312.945	159.068	184.76	129.245
FBtr0081797	917.306	390.875	302.264	811.517	221.436	266.845
FBtr0339606	334.423	35.496	34.442	221.493	28.762	55.348
FBtr0078514	41.017	7.007	4.001	46.042	1.002	6.002
FBtr0080537	2962.489	1317	1362	2966.426	1134	1209
FBtr0301072	0.669	0.002	0.001	1.064	0.5	0
FBtr0333927	39.582	0.002	0.001	2.467	0.5	0
FBtr0329867	1.899	1.315	1.461	2.417	0.318	1.096
FBtr0088316	16.158	6.748	5.317	9.019	7.374	8.83
FBtr0329868	1.943	0.937	2.222	2.564	0.308	1.073
FBtr0076808	2226.216	1040.622	1203.731	1109.294	486.307	608.593
FBtr0073697	1346.124	525	656	1239.394	492	553
FBtr0082414	88.814	15.154	56.326	94.224	29.941	36.622
FBtr0082413	1060.186	357.846	425.674	1518.776	417.059	530.378
FBtr0334108	1	0	0	0	0	1
FBtr0084127	1.005	0	0	0	0	0
FBtr0346732	0.995	0	0	0	0	0
FBtr0070312	1890.297	758.949	841.299	1830.268	636	738.325
FBtr0076929	0	0	0	1	0	0
FBtr0080494	310.873	198.757	203.445	375.484	118.942	201.372
FBtr0329989	214.47	52.282	65.38	133.692	37.336	38.97
FBtr0080493	112.533	6.965	25.356	94.779	32.483	13.596
FBtr0331958	604.22	404.413	673.598	916.292	484.879	469.321
FBtr0086693	1529.78	329.587	277.793	1623.571	345.121	320.679
FBtr0302118	431.259	93.341	72.037	470.061	114.153	84.344
FBtr0302119	267.141	56.958	44.698	164.124	85.921	71.291
FBtr0331757	374.256	59.836	63.329	110.383	68.913	58.051
FBtr0300994	1568.772	885.621	1191.537	2757.791	1016.387	857.779
FBtr0331758	1269.317	110.195	111.273	1124.411	121.133	114.37
FBtr0300995	219.151	64.785	51.037	104.577	87.987	66.844
FBtr0082953	381.016	122	145	414.453	76	110
FBtr0079183	20.814	16.786	8.696	20.532	11.031	8.779
FBtr0079184	58.894	84.186	183.716	257.048	88.808	62.766
FBtr0343120	589.516	238.14	236.751	466.635	162.266	213.379
FBtr0083854	1289	381	474	1612	421	453
FBtr0072680	35.065	2.831	4.727	31.259	6.668	4.776
FBtr0310160	390.935	137.169	187.273	327.741	92.332	127.224
FBtr0076471	334.313	114.411	153.476	359.734	111.376	124
FBtr0113421	1131	336	401	1561	372	458
FBtr0079066	663.752	167.956	179	439.078	143	130.873
FBtr0307184	10.901	0.484	0.48	16.907	0.399	0.485
FBtr0340333	0.099	0.516	0.52	0.093	3.601	0.515
FBtr0306056	1	0	0	1	0	1
FBtr0071862	52.972	25.23	30.97	96.066	31.545	27.505
FBtr0345498	15.998	10.129	2.078	19.582	8.817	7.911
FBtr0309799	7.054	0.947	0.355	0.562	2.565	1.113
FBtr0344825	14.92	12.185	5.69	19.403	5.995	8.735
FBtr0077929	1.058	0	0.503	1.058	0.503	0
FBtr0334817	0.942	1	0.497	0.942	0.497	0
FBtr0072263	7	6	4	8.007	7	4
FBtr0306303	3	0	0	1	0	0
FBtr0346678	4.2	3.487	7.869	6.122	6.319	5.445
